23.04.2019/08:38 SW ver:OXY10v3_33
Header Ch-1
Description: 
IDENTIFICATION
PHIboard number   : v1215648
PM number         : 00000000
Serial number     : S DLK 0001 000014   
MUX channel       : ON - 01

PARAMETERS
Signal LED current: 050
Ref LED current   : 081
Ref LED amplitude : 97404
Frequency         : 006
Sending interval  : 0001
Averaging         : 3
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 59.11 at 020.0°C amp 041900
100.00%a.s.phase 2: 28.64 at 020.0°C amp 020100
Date   (ddmmyy)   : 081216
Pressure (mBar)   : 1034

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1034
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/h;Oxy/% oxy sat.;Phase/°;Amp;Temp/°C
24.04.2019;13:58:09;29.33;6.298;42.360;23016.000;20.000
24.04.2019;14:03:09;29.42;6.281;42.390;23072.000;20.000
24.04.2019;14:08:09;29.50;6.262;42.420;23109.000;20.000
24.04.2019;14:13:09;29.58;6.268;42.410;23127.000;20.000
24.04.2019;14:18:09;29.67;6.295;42.360;22991.000;20.000
24.04.2019;14:23:09;29.75;6.235;42.470;23114.000;20.000
24.04.2019;14:28:09;29.83;6.285;42.380;23072.000;20.000
24.04.2019;14:33:09;29.92;6.201;42.520;23174.000;20.000
24.04.2019;14:38:09;30.00;6.344;42.280;23055.000;20.000
24.04.2019;14:43:09;30.08;6.247;42.440;23138.000;20.000
24.04.2019;14:48:09;30.17;6.205;42.520;23181.000;20.000
24.04.2019;14:53:09;30.25;6.210;42.510;23146.000;20.000
24.04.2019;14:58:09;30.33;6.277;42.390;23129.000;20.000
24.04.2019;15:03:09;30.42;6.386;42.210;22992.000;20.000
24.04.2019;15:08:09;30.50;6.354;42.260;23071.000;20.000
24.04.2019;15:13:09;30.58;6.432;42.130;22909.000;20.000
24.04.2019;15:18:09;30.67;6.350;42.270;23002.000;20.000
24.04.2019;15:23:09;30.75;6.425;42.140;22965.000;20.000
24.04.2019;15:28:09;30.83;6.287;42.370;23085.000;20.000
24.04.2019;15:33:09;30.92;6.383;42.210;23025.000;20.000
24.04.2019;15:38:09;31.00;6.367;42.240;23017.000;20.000
24.04.2019;15:43:09;31.08;6.427;42.130;23003.000;20.000
24.04.2019;15:48:09;31.17;6.430;42.130;22956.000;20.000
24.04.2019;15:53:09;31.25;6.396;42.190;22983.000;20.000
24.04.2019;15:58:09;31.33;6.423;42.140;23007.000;20.000
24.04.2019;16:03:09;31.42;6.400;42.180;22972.000;20.000
24.04.2019;16:08:09;31.50;6.451;42.090;22938.000;20.000
24.04.2019;16:13:09;31.58;6.425;42.140;23006.000;20.000
24.04.2019;16:18:09;31.67;6.482;42.040;22889.000;20.000
24.04.2019;16:23:09;31.75;6.432;42.130;23004.000;20.000
24.04.2019;16:28:09;31.83;6.543;41.940;22879.000;20.000
24.04.2019;16:33:09;31.92;6.413;42.160;22928.000;20.000
24.04.2019;16:38:09;32.00;6.576;41.890;22832.000;20.000
24.04.2019;16:43:09;32.08;6.526;41.970;22865.000;20.000
24.04.2019;16:48:09;32.17;6.507;42.000;22905.000;20.000
24.04.2019;16:53:09;32.25;6.499;42.010;22891.000;20.000
24.04.2019;16:58:09;32.33;6.446;42.100;22949.000;20.000
24.04.2019;17:03:09;32.42;6.536;41.950;22878.000;20.000
24.04.2019;17:08:09;32.50;6.386;42.210;23002.000;20.000
24.04.2019;17:13:09;32.58;6.555;41.920;22854.000;20.000
24.04.2019;17:18:09;32.67;6.465;42.070;22940.000;20.000
24.04.2019;17:23:09;32.75;6.551;41.930;22844.000;20.000
24.04.2019;17:28:09;32.83;6.474;42.060;22914.000;20.000
24.04.2019;17:33:09;32.92;6.467;42.070;22913.000;20.000
24.04.2019;17:38:09;33.00;6.553;41.920;22878.000;20.000
24.04.2019;17:43:09;33.08;6.459;42.080;22937.000;20.000
24.04.2019;17:48:09;33.17;6.520;41.980;22844.000;20.000
24.04.2019;17:53:09;33.25;6.379;42.220;23021.000;20.000
24.04.2019;17:58:09;33.33;6.465;42.070;22939.000;20.000
24.04.2019;18:03:09;33.42;6.331;42.300;23093.000;20.000
24.04.2019;18:08:09;33.50;6.461;42.080;22908.000;20.000
24.04.2019;18:13:09;33.58;6.497;42.020;22958.000;20.000
24.04.2019;18:18:09;33.67;6.451;42.100;22968.000;20.000
24.04.2019;18:23:09;33.75;6.495;42.020;22926.000;20.000
24.04.2019;18:28:09;33.83;6.484;42.040;22898.000;20.000
24.04.2019;18:33:09;33.92;6.635;41.790;22790.000;20.000
24.04.2019;18:38:09;34.00;6.488;42.030;22927.000;20.000
24.04.2019;18:43:09;34.08;6.599;41.850;22788.000;20.000
24.04.2019;18:48:09;34.17;6.409;42.170;23024.000;20.000
24.04.2019;18:53:09;34.25;6.601;41.840;22833.000;20.000
24.04.2019;18:58:09;34.33;6.505;42.000;22898.000;20.000
24.04.2019;19:03:09;34.42;6.639;41.780;22803.000;20.000
24.04.2019;19:08:09;34.50;7.423;40.540;22047.000;20.000
24.04.2019;19:13:09;34.58;6.823;41.480;22604.000;20.000
24.04.2019;19:18:09;34.67;7.228;40.840;22278.000;20.000
24.04.2019;19:23:09;34.75;7.314;40.710;22143.000;20.000
24.04.2019;19:28:09;34.83;7.946;39.770;21632.000;20.000
24.04.2019;19:33:09;34.92;7.655;40.190;21878.000;20.000
24.04.2019;19:38:09;35.00;7.041;41.130;22413.000;20.000
24.04.2019;19:43:09;35.08;6.878;41.390;22552.000;20.000
24.04.2019;19:48:09;35.17;6.660;41.750;22731.000;20.000
24.04.2019;19:53:09;35.25;6.673;41.730;22720.000;20.000
24.04.2019;19:58:09;35.33;6.524;41.970;22841.000;20.000
24.04.2019;20:03:09;35.42;6.591;41.860;22830.000;20.000
24.04.2019;20:08:09;35.50;6.564;41.900;22865.000;20.000
24.04.2019;20:13:09;35.58;6.574;41.890;22835.000;20.000
24.04.2019;20:18:09;35.67;6.555;41.920;22877.000;20.000
24.04.2019;20:23:09;35.75;6.459;42.080;22959.000;20.000
24.04.2019;20:28:09;35.83;6.559;41.910;22854.000;20.000
24.04.2019;20:33:09;35.92;6.413;42.160;22979.000;20.000
24.04.2019;20:38:09;36.00;6.547;41.940;22899.000;20.000
24.04.2019;20:43:09;36.08;6.490;42.030;22976.000;20.000
24.04.2019;20:48:09;36.17;6.585;41.870;22878.000;20.000
24.04.2019;20:53:09;36.25;6.528;41.960;22905.000;20.000
24.04.2019;20:58:09;36.33;6.509;42.000;22931.000;20.000
24.04.2019;21:03:09;36.42;6.599;41.850;22824.000;20.000
24.04.2019;21:08:09;36.50;6.497;42.020;22941.000;20.000
24.04.2019;21:13:09;36.58;6.520;41.980;22915.000;20.000
24.04.2019;21:18:09;36.67;6.576;41.890;22861.000;20.000
24.04.2019;21:23:09;36.75;6.620;41.810;22792.000;20.000
24.04.2019;21:28:09;36.83;6.451;42.100;22967.000;20.000
24.04.2019;21:33:09;36.92;6.582;41.880;22815.000;20.000
24.04.2019;21:38:09;37.00;6.492;42.020;22910.000;20.000
24.04.2019;21:43:09;37.08;6.606;41.840;22805.000;20.000
24.04.2019;21:48:09;37.17;6.505;42.000;22912.000;20.000
24.04.2019;21:53:09;37.25;6.637;41.780;22809.000;20.000
24.04.2019;21:58:09;37.33;6.585;41.870;22829.000;20.000
24.04.2019;22:03:09;37.42;6.555;41.920;22876.000;20.000
24.04.2019;22:08:09;37.50;6.532;41.960;22903.000;20.000
24.04.2019;22:13:09;37.58;6.679;41.720;22754.000;20.000
24.04.2019;22:18:09;37.67;6.702;41.680;22770.000;20.000
24.04.2019;22:23:09;37.75;6.626;41.800;22777.000;20.000
24.04.2019;22:28:09;37.83;6.694;41.690;22709.000;20.000
24.04.2019;22:33:09;37.92;6.610;41.830;22795.000;20.000
24.04.2019;22:38:09;38.00;6.733;41.630;22720.000;20.000
24.04.2019;22:43:09;38.08;6.660;41.750;22764.000;20.000
24.04.2019;22:48:09;38.17;6.742;41.610;22702.000;20.000
24.04.2019;22:53:09;38.25;6.670;41.730;22793.000;20.000
24.04.2019;22:58:09;38.33;6.704;41.670;22707.000;20.000
24.04.2019;23:03:09;38.42;6.721;41.650;22674.000;20.000
24.04.2019;23:08:09;38.50;6.727;41.630;22738.000;20.000
24.04.2019;23:13:09;38.58;6.650;41.760;22768.000;20.000
24.04.2019;23:18:09;38.67;6.794;41.530;22691.000;20.000
24.04.2019;23:23:09;38.75;6.729;41.630;22668.000;20.000
24.04.2019;23:28:09;38.83;6.746;41.610;22673.000;20.000
24.04.2019;23:33:09;38.92;6.723;41.640;22707.000;20.000
24.04.2019;23:38:09;39.00;6.712;41.660;22753.000;20.000
24.04.2019;23:43:09;39.08;6.729;41.630;22664.000;20.000
24.04.2019;23:48:09;39.17;6.641;41.780;22777.000;20.000
24.04.2019;23:53:09;39.25;6.838;41.460;22638.000;20.000
24.04.2019;23:58:09;39.33;6.698;41.680;22736.000;20.000
25.04.2019;00:03:09;39.42;6.861;41.420;22590.000;20.000
25.04.2019;00:08:09;39.50;6.714;41.660;22720.000;20.000
25.04.2019;00:13:09;39.58;6.870;41.400;22562.000;20.000
25.04.2019;00:18:09;39.67;6.712;41.660;22765.000;20.000
25.04.2019;00:23:09;39.75;6.840;41.450;22575.000;20.000
25.04.2019;00:28:09;39.83;6.687;41.700;22715.000;20.000
25.04.2019;00:33:09;39.92;6.809;41.500;22654.000;20.000
25.04.2019;00:38:09;40.00;6.710;41.660;22772.000;20.000
25.04.2019;00:43:09;40.08;6.870;41.400;22651.000;20.000
25.04.2019;00:48:09;40.17;6.706;41.670;22734.000;20.000
25.04.2019;00:53:09;40.25;6.805;41.510;22640.000;20.000
25.04.2019;00:58:09;40.33;6.769;41.570;22696.000;20.000
25.04.2019;01:03:09;40.42;6.744;41.610;22716.000;20.000
25.04.2019;01:08:09;40.50;6.834;41.460;22647.000;20.000
25.04.2019;01:13:09;40.58;6.744;41.610;22687.000;20.000
25.04.2019;01:18:09;40.67;6.802;41.510;22682.000;20.000
25.04.2019;01:23:09;40.75;6.704;41.680;22727.000;20.000
25.04.2019;01:28:09;40.83;6.786;41.540;22684.000;20.000
25.04.2019;01:33:09;40.92;6.740;41.620;22749.000;20.000
25.04.2019;01:38:09;41.00;6.836;41.460;22607.000;20.000
25.04.2019;01:43:09;41.08;6.710;41.660;22727.000;20.000
25.04.2019;01:48:09;41.17;6.853;41.430;22628.000;20.000
25.04.2019;01:53:09;41.25;6.687;41.700;22725.000;20.000
25.04.2019;01:58:09;41.33;6.838;41.460;22606.000;20.000
25.04.2019;02:03:09;41.42;6.738;41.620;22750.000;20.000
25.04.2019;02:08:09;41.50;6.857;41.430;22613.000;20.000
25.04.2019;02:13:09;41.58;6.700;41.680;22750.000;20.000
25.04.2019;02:18:09;41.67;6.838;41.460;22593.000;20.000
25.04.2019;02:23:09;41.75;6.700;41.680;22739.000;20.000
25.04.2019;02:28:09;41.83;6.840;41.450;22626.000;20.000
25.04.2019;02:33:09;41.92;6.763;41.580;22673.000;20.000
25.04.2019;02:38:09;42.00;6.851;41.440;22608.000;20.000
25.04.2019;02:43:09;42.08;6.712;41.660;22751.000;20.000
25.04.2019;02:48:09;42.17;6.853;41.430;22603.000;20.000
25.04.2019;02:53:09;42.25;6.758;41.590;22685.000;20.000
25.04.2019;02:58:09;42.33;6.870;41.400;22615.000;20.000
25.04.2019;03:03:09;42.42;6.738;41.620;22680.000;20.000
25.04.2019;03:08:09;42.50;6.874;41.400;22573.000;20.000
25.04.2019;03:13:09;42.58;6.721;41.650;22739.000;20.000
25.04.2019;03:18:09;42.67;6.838;41.460;22583.000;20.000
25.04.2019;03:23:09;42.75;6.742;41.610;22727.000;20.000
25.04.2019;03:28:09;42.83;6.826;41.480;22604.000;20.000
25.04.2019;03:33:09;42.92;6.658;41.750;22763.000;20.000
25.04.2019;03:38:09;43.00;6.907;41.340;22555.000;20.000
25.04.2019;03:43:09;43.08;6.742;41.610;22709.000;20.000
25.04.2019;03:48:09;43.17;6.907;41.340;22606.000;20.000
25.04.2019;03:53:09;43.25;6.702;41.680;22723.000;20.000
25.04.2019;03:58:09;43.33;6.857;41.430;22602.000;20.000
25.04.2019;04:03:09;43.42;6.725;41.640;22740.000;20.000
25.04.2019;04:08:09;43.50;6.826;41.480;22614.000;20.000
25.04.2019;04:13:09;43.58;6.698;41.680;22724.000;20.000
25.04.2019;04:18:09;43.67;6.807;41.510;22672.000;20.000
25.04.2019;04:23:09;43.75;6.612;41.830;22797.000;20.000
25.04.2019;04:28:09;43.83;6.867;41.410;22636.000;20.000
25.04.2019;04:33:09;43.92;6.819;41.480;22643.000;20.000
25.04.2019;04:38:09;44.00;6.758;41.590;22644.000;20.000
25.04.2019;04:43:09;44.08;6.746;41.610;22721.000;20.000
25.04.2019;04:48:09;44.17;6.861;41.420;22634.000;20.000
25.04.2019;04:53:09;44.25;6.809;41.500;22664.000;20.000
25.04.2019;04:58:09;44.33;6.853;41.430;22598.000;20.000
25.04.2019;05:03:09;44.42;6.821;41.480;22636.000;20.000
25.04.2019;05:08:09;44.50;6.811;41.500;22663.000;20.000
25.04.2019;05:13:09;44.58;6.782;41.550;22673.000;20.000
25.04.2019;05:18:09;44.67;6.859;41.420;22608.000;20.000
25.04.2019;05:23:09;44.75;6.706;41.670;22728.000;20.000
25.04.2019;05:28:09;44.83;6.905;41.350;22582.000;20.000
25.04.2019;05:33:09;44.92;6.771;41.560;22670.000;20.000
25.04.2019;05:38:09;45.00;6.861;41.420;22615.000;20.000
25.04.2019;05:43:09;45.08;6.710;41.660;22733.000;20.000
25.04.2019;05:48:09;45.17;6.876;41.390;22609.000;20.000
25.04.2019;05:53:09;45.25;6.805;41.510;22646.000;20.000
25.04.2019;05:58:09;45.33;6.763;41.580;22638.000;20.000
25.04.2019;06:03:09;45.42;6.712;41.660;22720.000;20.000
25.04.2019;06:08:09;45.50;6.872;41.400;22597.000;20.000
25.04.2019;06:13:09;45.58;6.765;41.580;22701.000;20.000
25.04.2019;06:18:09;45.67;6.815;41.490;22605.000;20.000
25.04.2019;06:23:09;45.75;6.765;41.570;22696.000;20.000
25.04.2019;06:28:09;45.83;6.937;41.300;22623.000;20.000
25.04.2019;06:33:09;45.92;6.719;41.650;22729.000;20.000
25.04.2019;06:38:09;46.00;6.836;41.460;22644.000;20.000
25.04.2019;06:43:09;46.08;6.874;41.400;22596.000;20.000
25.04.2019;06:48:09;46.17;6.813;41.500;22631.000;20.000
25.04.2019;06:53:09;46.25;6.861;41.420;22581.000;20.000
25.04.2019;06:58:09;46.33;6.740;41.620;22675.000;20.000
25.04.2019;07:03:09;46.42;6.888;41.380;22563.000;20.000
25.04.2019;07:08:09;46.50;6.813;41.500;22681.000;20.000
25.04.2019;07:13:09;46.58;6.913;41.340;22542.000;20.000
25.04.2019;07:18:09;46.67;6.782;41.550;22685.000;20.000
25.04.2019;07:23:09;46.75;6.922;41.320;22544.000;20.000
25.04.2019;07:28:09;46.83;6.830;41.470;22639.000;20.000
25.04.2019;07:33:09;46.92;6.997;41.200;22518.000;20.000
25.04.2019;07:38:09;47.00;6.846;41.440;22559.000;20.000
25.04.2019;07:43:09;47.08;6.999;41.200;22498.000;20.000
25.04.2019;07:48:09;47.17;6.876;41.400;22601.000;20.000
25.04.2019;07:53:09;47.25;6.932;41.300;22508.000;20.000
25.04.2019;07:58:09;47.33;6.893;41.370;22602.000;20.000
25.04.2019;08:03:09;47.42;6.913;41.330;22588.000;20.000
25.04.2019;08:08:09;47.50;6.951;41.270;22549.000;20.000
25.04.2019;08:13:09;47.58;6.924;41.320;22563.000;20.000
25.04.2019;08:18:09;47.67;6.907;41.340;22566.000;20.000
25.04.2019;08:23:09;47.75;6.918;41.330;22576.000;20.000
25.04.2019;08:28:10;47.83;6.886;41.380;22584.000;20.000
25.04.2019;08:33:09;47.92;6.821;41.480;22617.000;20.000
25.04.2019;08:38:10;48.00;6.855;41.430;22643.000;20.000
25.04.2019;08:43:09;48.08;6.788;41.540;22634.000;20.000
25.04.2019;08:48:09;48.17;6.811;41.500;22687.000;20.000
25.04.2019;08:53:09;48.25;6.855;41.430;22606.000;20.000
25.04.2019;08:58:09;48.33;6.844;41.450;22630.000;20.000
25.04.2019;09:03:09;48.42;6.867;41.410;22617.000;20.000
25.04.2019;09:08:09;48.50;6.800;41.520;22661.000;20.000
25.04.2019;09:13:09;48.58;6.849;41.440;22607.000;20.000
25.04.2019;09:18:09;48.67;6.855;41.430;22674.000;20.000
25.04.2019;09:23:09;48.75;6.918;41.330;22574.000;20.000
25.04.2019;09:28:09;48.83;6.811;41.500;22644.000;20.000
25.04.2019;09:33:09;48.92;6.937;41.300;22555.000;20.000
25.04.2019;09:38:09;49.00;6.855;41.430;22633.000;20.000
25.04.2019;09:43:09;49.08;6.983;41.220;22538.000;20.000
25.04.2019;09:48:09;49.17;6.836;41.460;22640.000;20.000
25.04.2019;09:53:09;49.25;6.962;41.260;22519.000;20.000
25.04.2019;09:58:09;49.33;6.809;41.500;22648.000;20.000
25.04.2019;10:03:09;49.42;6.934;41.300;22548.000;20.000
25.04.2019;10:08:09;49.50;6.746;41.610;22667.000;20.000
25.04.2019;10:13:09;49.58;6.819;41.490;22617.000;20.000
25.04.2019;10:18:09;49.67;6.725;41.640;22706.000;20.000
25.04.2019;10:23:09;49.75;6.937;41.300;22557.000;20.000
25.04.2019;10:28:09;49.83;6.897;41.360;22610.000;20.000
25.04.2019;10:33:09;49.92;6.844;41.450;22589.000;20.000
25.04.2019;10:38:09;50.00;6.706;41.670;22742.000;20.000
25.04.2019;10:43:09;50.08;6.880;41.390;22571.000;20.000
25.04.2019;10:48:09;50.17;6.777;41.560;22713.000;20.000
25.04.2019;10:53:09;50.25;6.920;41.320;22592.000;20.000
25.04.2019;10:58:09;50.33;6.857;41.430;22621.000;20.000
25.04.2019;11:03:09;50.42;6.901;41.360;22621.000;20.000
25.04.2019;11:08:09;50.50;6.754;41.590;22722.000;20.000
25.04.2019;11:13:09;50.58;6.876;41.390;22544.000;20.000
25.04.2019;11:18:09;50.67;6.754;41.590;22649.000;20.000
25.04.2019;11:23:09;50.75;6.792;41.530;22631.000;20.000
25.04.2019;11:28:09;50.83;6.731;41.630;22701.000;20.000
25.04.2019;11:33:09;50.92;6.890;41.370;22604.000;20.000
25.04.2019;11:38:09;51.00;6.756;41.590;22675.000;20.000
25.04.2019;11:43:09;51.08;6.960;41.260;22519.000;20.000
25.04.2019;11:48:09;51.17;6.842;41.450;22652.000;20.000
25.04.2019;11:53:09;51.25;6.872;41.400;22602.000;20.000
25.04.2019;11:58:09;51.33;6.752;41.590;22733.000;20.000
25.04.2019;12:03:09;51.42;6.930;41.310;22553.000;20.000
25.04.2019;12:08:09;51.50;6.884;41.380;22607.000;20.000
25.04.2019;12:13:09;51.58;6.872;41.400;22570.000;20.000
25.04.2019;12:18:09;51.67;6.784;41.540;22711.000;20.000
25.04.2019;12:23:09;51.75;6.897;41.360;22620.000;20.000
25.04.2019;12:28:09;51.83;6.794;41.530;22642.000;20.000
25.04.2019;12:33:10;51.92;6.802;41.510;22653.000;20.000
25.04.2019;12:38:09;52.00;6.897;41.360;22568.000;20.000
25.04.2019;12:43:09;52.08;6.813;41.500;22652.000;20.000
25.04.2019;12:48:09;52.17;6.844;41.450;22616.000;20.000
25.04.2019;12:53:09;52.25;6.731;41.630;22732.000;20.000
25.04.2019;12:58:09;52.33;6.880;41.390;22614.000;20.000
25.04.2019;13:03:09;52.42;6.694;41.690;22750.000;20.000
25.04.2019;13:08:09;52.50;6.838;41.450;22618.000;20.000
25.04.2019;13:13:09;52.58;6.738;41.620;22709.000;20.000
25.04.2019;13:18:09;52.67;6.828;41.470;22667.000;20.000
